tick_id,log_time,source,player_id,server_time,server_x,server_y,server_vx,server_vy,client_x,client_y,snapshot_age,is_turning,is_accelerating,speed,prev_speed,speed_delta
28,2026-07-07 15:39:45.570460,client,bullet_1_1783406385310,1783406385.5634615,-27.37121217269913,3.10523763069824,-149.48484869079653,12.420950522792959,-27.37121217269913,3.10523763069824,0.0009989738464355469,False,False,150.0,150.0,0.0
28,2026-07-07 15:39:45.570460,client,bullet_1_1783406385310,1783406385.5644612,-27.37121217269913,3.10523763069824,-149.48484869079653,12.420950522792959,-27.37121217269913,3.10523763069824,0.0019986629486083984,False,False,150.0,150.0,0.0
28,2026-07-07 15:39:45.570460,client,bullet_1_1783406385560,1783406385.5634615,2.505780721593011,0.29441027012151033,-149.88438556813978,5.888205402430207,2.505780721593011,0.29441027012151033,0.0009989738464355469,False,False,149.99999999999997,149.99999999999997,0.0
28,2026-07-07 15:39:45.571460,client,bullet_1_1783406385560,1783406385.5644612,2.505780721593011,0.29441027012151033,-149.88438556813978,5.888205402430207,2.505780721593011,0.29441027012151033,0.0019986629486083984,False,False,149.99999999999997,149.99999999999997,0.0
29,2026-07-07 15:39:45.621469,server,0,1783406385.6214697,0.0,0.0,0,0,,,,False,False,0.0,0.0,0.0
29,2026-07-07 15:39:45.622465,server,1,1783406385.6224651,10.0,0.0,0,0,,,,False,False,0.0,0.0,0.0
29,2026-07-07 15:39:45.625467,client,0,1783406385.6254673,0.0,0.0,0,0,0.0,0.0,0.0019998550415039062,False,False,0.0,0.0,0.0
29,2026-07-07 15:39:45.626803,client,1,1783406385.6254673,10.0,0.0,0,0,10.0,0.0,0.0019998550415039062,False,False,0.0,0.0,0.0
29,2026-07-07 15:39:45.627802,client,bullet_1_1783406385057,1783406385.6254673,-64.9777946776718,-1.8249124014301568,-149.95558935534356,-3.649824802860314,-64.9777946776718,-1.8249124014301568,0.0019998550415039062,False,False,150.0,150.0,0.0
29,2026-07-07 15:39:45.628804,client,bullet_1_1783406385310,1783406385.6254673,-34.845454607238956,3.7262851568378883,-149.48484869079653,12.420950522792959,-34.845454607238956,3.7262851568378883,0.0019998550415039062,False,False,150.0,150.0,0.0
29,2026-07-07 15:39:45.629803,client,bullet_1_1783406385560,1783406385.6254673,-4.988438556813978,0.5888205402430207,-149.88438556813978,5.888205402430207,-4.988438556813978,0.5888205402430207,0.0019998550415039062,False,False,149.99999999999997,149.99999999999997,0.0
29,2026-07-07 15:39:45.637806,client,0,1783406385.6368096,0.0,0.0,0,0,0.0,0.0,0.013342142105102539,False,False,0.0,0.0,0.0
29,2026-07-07 15:39:45.638803,client,1,1783406385.6368096,10.0,0.0,0,0,10.0,0.0,0.013342142105102539,False,False,0.0,0.0,0.0
29,2026-07-07 15:39:45.639804,client,bullet_1_1783406385057,1783406385.6368096,-64.9777946776718,-1.8249124014301568,-149.95558935534356,-3.649824802860314,-64.9777946776718,-1.8249124014301568,0.013342142105102539,False,False,150.0,150.0,0.0
29,2026-07-07 15:39:45.640804,client,bullet_1_1783406385310,1783406385.6368096,-34.845454607238956,3.7262851568378883,-149.48484869079653,12.420950522792959,-34.845454607238956,3.7262851568378883,0.013342142105102539,False,False,150.0,150.0,0.0
29,2026-07-07 15:39:45.641804,client,bullet_1_1783406385560,1783406385.6368096,-4.988438556813978,0.5888205402430207,-149.88438556813978,5.888205402430207,-4.988438556813978,0.5888205402430207,0.013342142105102539,False,False,149.99999999999997,149.99999999999997,0.0
30,2026-07-07 15:39:45.684806,server,0,1783406385.6848059,0.0,0.0,0,0,,,,False,False,0.0,0.0,0.0
30,2026-07-07 15:39:45.685803,server,1,1783406385.6858032,10.0,0.0,0,0,,,,False,False,0.0,0.0,0.0
30,2026-07-07 15:39:45.689802,client,0,1783406385.6888041,0.0,0.0,0,0,0.0,0.0,0.0019989013671875,False,False,0.0,0.0,0.0
30,2026-07-07 15:39:45.690807,client,0,1783406385.6888041,0.0,0.0,0,0,0.0,0.0,0.0019989013671875,False,False,0.0,0.0,0.0
30,2026-07-07 15:39:45.690807,client,1,1783406385.6888041,10.0,0.0,0,0,10.0,0.0,0.0019989013671875,False,False,0.0,0.0,0.0
30,2026-07-07 15:39:45.691806,client,1,1783406385.6888041,10.0,0.0,0,0,10.0,0.0,0.0019989013671875,False,False,0.0,0.0,0.0
30,2026-07-07 15:39:45.692802,client,bullet_1_1783406385057,1783406385.6888041,-72.47557414543897,-2.0074036415731724,-149.95558935534356,-3.649824802860314,-72.47557414543897,-2.0074036415731724,0.0019989013671875,False,False,150.0,150.0,0.0
30,2026-07-07 15:39:45.693803,client,bullet_1_1783406385057,1783406385.6888041,-72.47557414543897,-2.0074036415731724,-149.95558935534356,-3.649824802860314,-72.47557414543897,-2.0074036415731724,0.0019989013671875,False,False,150.0,150.0,0.0
30,2026-07-07 15:39:45.693803,client,bullet_1_1783406385310,1783406385.6888041,-42.31969704177878,4.3473326829775365,-149.48484869079653,12.420950522792959,-42.31969704177878,4.3473326829775365,0.0019989013671875,False,False,150.0,150.0,0.0
30,2026-07-07 15:39:45.694805,client,bullet_1_1783406385310,1783406385.6888041,-42.31969704177878,4.3473326829775365,-149.48484869079653,12.420950522792959,-42.31969704177878,4.3473326829775365,0.0019989013671875,False,False,150.0,150.0,0.0
30,2026-07-07 15:39:45.694805,client,bullet_1_1783406385560,1783406385.6888041,-12.482657835220968,0.883230810364531,-149.88438556813978,5.888205402430207,-12.482657835220968,0.883230810364531,0.0019989013671875,False,False,149.99999999999997,149.99999999999997,0.0
30,2026-07-07 15:39:45.695803,client,bullet_1_1783406385560,1783406385.6888041,-12.482657835220968,0.883230810364531,-149.88438556813978,5.888205402430207,-12.482657835220968,0.883230810364531,0.0019989013671875,False,False,149.99999999999997,149.99999999999997,0.0
31,2026-07-07 15:39:45.747325,server,0,1783406385.7473252,0.0,0.0,0,0,,,,False,False,0.0,0.0,0.0
31,2026-07-07 15:39:45.748326,server,1,1783406385.748326,10.0,0.0,0,0,,,,False,False,0.0,0.0,0.0
31,2026-07-07 15:39:45.752328,client,0,1783406385.751329,0.0,0.0,0,0,0.0,0.0,0.0019969940185546875,False,False,0.0,0.0,0.0
31,2026-07-07 15:39:45.753328,client,1,1783406385.751329,10.0,0.0,0,0,10.0,0.0,0.0019969940185546875,False,False,0.0,0.0,0.0
31,2026-07-07 15:39:45.754328,client,bullet_1_1783406385057,1783406385.751329,-79.97335361320614,-2.1898948817161883,-149.95558935534356,-3.649824802860314,-79.97335361320614,-2.1898948817161883,0.0019969940185546875,False,False,150.0,150.0,0.0
31,2026-07-07 15:39:45.754328,client,bullet_1_1783406385310,1783406385.751329,-49.793939476318606,4.968380209117185,-149.48484869079653,12.420950522792959,-49.793939476318606,4.968380209117185,0.0019969940185546875,False,False,150.0,150.0,0.0
31,2026-07-07 15:39:45.755326,client,bullet_1_1783406385560,1783406385.751329,-19.976877113627957,1.1776410804860413,-149.88438556813978,5.888205402430207,-19.976877113627957,1.1776410804860413,0.0019969940185546875,False,False,149.99999999999997,149.99999999999997,0.0
31,2026-07-07 15:39:45.765327,client,0,1783406385.7633302,0.0,0.0,0,0,0.0,0.0,0.013998270034790039,False,False,0.0,0.0,0.0
31,2026-07-07 15:39:45.766328,client,1,1783406385.7633302,10.0,0.0,0,0,10.0,0.0,0.013998270034790039,False,False,0.0,0.0,0.0
31,2026-07-07 15:39:45.768330,client,bullet_1_1783406385057,1783406385.7633302,-79.97335361320614,-2.1898948817161883,-149.95558935534356,-3.649824802860314,-79.97335361320614,-2.1898948817161883,0.013998270034790039,False,False,150.0,150.0,0.0
31,2026-07-07 15:39:45.769327,client,bullet_1_1783406385310,1783406385.7633302,-49.793939476318606,4.968380209117185,-149.48484869079653,12.420950522792959,-49.793939476318606,4.968380209117185,0.013998270034790039,False,False,150.0,150.0,0.0
31,2026-07-07 15:39:45.771328,client,bullet_1_1783406385560,1783406385.7633302,-19.976877113627957,1.1776410804860413,-149.88438556813978,5.888205402430207,-19.976877113627957,1.1776410804860413,0.013998270034790039,False,False,149.99999999999997,149.99999999999997,0.0
32,2026-07-07 15:39:45.812338,server,0,1783406385.812338,0.0,0.0,0,0,,,,False,False,0.0,0.0,0.0
32,2026-07-07 15:39:45.813338,server,1,1783406385.813338,10.0,0.0,0,0,,,,False,False,0.0,0.0,0.0
32,2026-07-07 15:39:45.817337,client,0,1783406385.8153422,0.0,0.0,0,0,0.0,0.0,0.0010004043579101562,False,False,0.0,0.0,0.0
32,2026-07-07 15:39:45.817337,client,1,1783406385.8153422,10.0,0.0,0,0,10.0,0.0,0.0010004043579101562,False,False,0.0,0.0,0.0
32,2026-07-07 15:39:45.818337,client,bullet_1_1783406385057,1783406385.8153422,-87.47113308097332,-2.372386121859204,-149.95558935534356,-3.649824802860314,-87.47113308097332,-2.372386121859204,0.0010004043579101562,False,False,150.0,150.0,0.0
32,2026-07-07 15:39:45.820336,client,bullet_1_1783406385310,1783406385.8153422,-57.26818191085843,5.589427735256833,-149.48484869079653,12.420950522792959,-57.26818191085843,5.589427735256833,0.0010004043579101562,False,False,150.0,150.0,0.0
32,2026-07-07 15:39:45.820336,client,bullet_1_1783406385560,1783406385.8153422,-27.471096392034944,1.4720513506075517,-149.88438556813978,5.888205402430207,-27.471096392034944,1.4720513506075517,0.0010004043579101562,False,False,149.99999999999997,149.99999999999997,0.0
32,2026-07-07 15:39:45.821335,client,bullet_1_1783406385812,1783406385.8153422,2.5087498380590487,0.36217538737424554,-149.82500323881902,7.2435077474849106,2.5087498380590487,0.36217538737424554,0.0010004043579101562,False,False,150.00000000000003,150.00000000000003,0.0
33,2026-07-07 15:39:45.874856,server,0,1783406385.8748565,0.0,0.0,0,0,,,,False,False,0.0,0.0,0.0
33,2026-07-07 15:39:45.875855,server,1,1783406385.8758557,10.0,0.0,0,0,,,,False,False,0.0,0.0,0.0
33,2026-07-07 15:39:45.879850,client,0,1783406385.8788521,0.0,0.0,0,0,0.0,0.0,0.0019958019256591797,False,False,0.0,0.0,0.0
33,2026-07-07 15:39:45.880852,client,1,1783406385.8788521,10.0,0.0,0,0,10.0,0.0,0.0019958019256591797,False,False,0.0,0.0,0.0
